Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Європейська Солідарність,221,1211,2019-06-26,2,"ТОВ ""Телеканал ""Прямий""","м. Київ, вул. Мечнікова, буд. 2А",04948693,"+;1211; за розм.мат.передв.агіт. на ТК на період 26.06-02.07.19 зг.рах.№403 від 25.06.19,дод.№1 до дог.№68-П/BSA2 від 25.06.19 в т. ч. ПДВ 20% 121028.57 грн.","726171,43",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-17,711,"ТОВ ""Продюсерський центр ""Ексклюзив""","м. Хмельницький, вул. Камʼянецька, буд. 66, оф. 301",32680030,"+;1211; за надання ефірн.часу  зг.рах.№СФ-00000160 від 16.07.19,спец.№10 від 16.07.19 до дог.№02 від 27.06.19   Без ПДВ",8100,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-17,700,"ТОВ ""Телекомпанія ""Проскурів""","Хмельницька обл., м. Хмельницький, вул. Камʼянецька, буд. 66",38303820,"+;1211; за надання ефірн.часу зг.рах.№СФ-0000160 від 16.07.19,спец.№10 від 16.07.19 до дог.№03 від 27.06.19   Без ПДВ",8100,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-17,699,"ТОВ ""Телекомпанія ""Проскурів""","Хмельницька обл., м. Хмельницький, вул. Камʼянецька, буд. 66",38303820,"+;1211; за надання ефірн.часу зг.рах.№СФ-0000159 від 16.07.19,спец.№9 від 16.07.19 до дог.№03 від 27.06.19   Без ПДВ",8100,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1220,2019-07-17,721,"ПП ""Фірма ""Інститут політики""","м. Рівне, вул. Степана Бандери, буд. 1Б",32940357,"+;1220; розм.МПА в газеті Рівне вечірнє зг.рах.№163 від 15.07.19, дод.№032 від 15.07.19 до дог.№01-17-Г від 27.06.19 в т. ч. ПДВ 20% 750.00 грн.",4500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1220,2019-07-17,716,"ТОВ ""МЕДІА - ЦЕНТР ""НАШЕ СЛОВО""","Чернігівська обл., Менський р-н, м. Мена, Робітнича, буд. 2",02476095,+;1220; публ.МПА в газеті  зг.рах.№247 від 15.07.19 до дог.№06-П від 15.07.19 Без ПДВ,"4477,5",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1220,2019-07-17,718,"ПП ""Редакція газети ""Життя Старокостянтинівщини""","Хмельницька обл., м. Старокостянтинів, вул. Миру, буд. 7",14146150,"+;1220; публ.МПА в газеті зг.рах.№659 від 12.07.19, дод.№2 від 12.07.19 до дог.№06 від 27.06.19 Без ПДВ",4400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1340,2019-07-17,714,СТАРОКОСТЯНТИНІВСЬКА РАЙОННА РАДА ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ,"Хмельницька обл., м. Старокостянтинів, вул. Костянтина Острозького, буд. 70",04060648,+;1340; корист.приміщ.акт.зали зг.рах.№187 від 11.07.19 до дог.б/н від 11.07.19 Без ПДВ,3750,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1220,2019-07-17,715,"ТОВ ""Маяк медіа+""","Чернігівська обл., Корюківський р-н, м. Корюківка, вул. Бульварна, буд. 13",02476126,+;1220; публ.МПА в газеті  зг.рах.№241 від 15.07.19 до дог.№35 від 15.07.19 в т. ч. ПДВ 20% 624.00 грн.,3744,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1220,2019-07-17,717,"ПП ""Красилівський вісник""","Хмельницька обл., Красилівський р-н, м. Красилів, пл. Незалежності, буд. 2",02475612,+;1220; публ.МПА в газеті  зг.рах.№118 від 16.07.19 до дог.№05 від 27.06.19 Без ПДВ,3600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1211,2019-07-17,696,"Обласна асоціація ""Вінницька громадська телерадіокомпанія ""Вінниччина""","м. Вінниця, вул. Театральна, буд. 15",31473359,"+;1211; за надання ефірн.часу зг.рах.№СФ-0000204 від 16.07.19,дод.№8 від 16.07.19 до дог.№10/19 від 27.06.19   в т. ч. ПДВ 20% 425.60 грн.","2553,6",юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-17,695,"Міське КП ""Інформаційно-телевізійне агентство ""Віта""","Вінницька обл., м. Вінниця, вул. СОБОРНА, буд. 59",13341352,"+;1211; за надання ефірн.часу на ТК  зг.рах.№29 від 16.07.19,дод.№8 від 16.07.19 до дог.№ВД/4 від 27.06.19   в т. ч. ПДВ 20% 448.00 грн.",2688,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1120,2019-07-17,712,"ТОВ ""Продюсерський центр ""Ексклюзив""","м. Хмельницький, вул. Камʼянецька, буд. 66, оф. 301",32680030,"+;1120; за виготовл. ауд-віз. агіт.матер. зг.рах.№СФ-0000158 від 16.07.19,спец.№9 від 16.07.19 до дог.№01 від 27.06.19   Без ПДВ",2000,юридична особа,виготовлення відеозаписів
Європейська Солідарність,221,1120,2019-07-17,710,"ТОВ ""Продюсерський центр ""Ексклюзив""","м. Хмельницький, вул. Камʼянецька, буд. 66, оф. 301",32680030,"+;1120; за виготовл. ауд-віз. агіт.матер. зг.рах.№СФ-0000159 від 16.07.19,спец.№10 від 16.07.19 до дог.№01 від 27.06.19   Без ПДВ",2000,юридична особа,виготовлення відеозаписів
Європейська Солідарність,221,1140,2019-07-17,698,"ТОВ ""ГК ""Статус інвест інжиніринг""","м. Київ, Подільський р-н, вул. Волоська, буд. 21, оф. 2",39202920,"+;1140; за виготовл.мат.передв.агіт. зг.рах.№12-07/1 від 12.07.19, дод.№3 від 05.07.19 до дог.№26/06-2 від 26.06.19  в т. ч. ПДВ 20% 200.00 грн.",1200,юридична особа,виготовлення інших матеріалів передвиборної агітації
Європейська Солідарність,221,1400,2019-07-17,720,Бульбаха Вікторія Анатоліївна,"Полтавська обл., Новосанжарський р-н, смт Нові Санжари, вул. Нова, буд. 63",,+;1400; за публ. МПА в мережі іниернет зг.рах.№242  від 16.07.19 до дог.№П-04 від 04.07.19 Без ПДВ,1000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Європейська Солідарність,221,1340,2019-07-17,713,Відділ культури Красилівської міської ради Хмельницької області,"Хмельницька обл., Красилівський р-н, м. Красилів, пл. Незалежності, буд. 2",41846458,+;1340; корист.приміщ.гляд.зали зг.рах.№9 від 12.07.19 до дог.№17 від 12.07.19 Без ПДВ,1000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1110,2019-07-17,697,"ТОВ ""ГК ""Статус інвест інжиніринг""","м. Київ, Подільський р-н, вул. Волоська, буд. 21, оф. 2",39202920,"+;1110; за виготовл.друков.мат.передв.агіт. зг.рах.№15-07/1 від 15.07.19, дод.№5 до дог.№26/06-1 від 26.06.19  в т. ч. ПДВ 20% 160.00 грн.",960,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Європейська Солідарність,221,1340,2019-07-17,694,"ПрАТ ""ХЕРСОНВОДПРОЕКТ""","Херсонська обл., м. Херсон, Дніпровський р-н, вул. Перекопська, буд. 20",01038476,+;1340; за оренду конф.зали зг.рах.№340 від 16.07.19 до дог.№19/К-4 від 15.07.19 Без ПДВ,600,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1220,2019-07-17,719,"Редакція офіційної газети Кременчуцької міської ради ""Вісник Кремечука""","Полтавська обл., м. Кременчук, Автозаводський р-н, вул. Першотравнева, буд. 3",21070631,+;1220; розм.МПА в газеті  зг.рах.№62 від 16.07.19 до дог.№П-01/1 від 16.07.19 Без ПДВ,500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1211,2019-07-17,726,"ТОВ ""Студія ""Місто""","м. Полтава, просп. Першотравневий, буд. 19",31495587,"+;1211; за передвиб.агіт. на ТБ зг.рах.№СФ-0000388 від 16.07.19, дод.№2 від 16.07.19 до дог.№61-ВР від 01.07.19 в т. ч. ПДВ 20% 3000.00 грн.",18000,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-17,725,"ТОВ ""МУЛЬТИПЛЕКСРЕСУРС""","Київська обл., Києво-Святошинський р-н, м. Вишневе, вул. Ломоносова, буд. 26, кв. 3",37965206,"+;1211; за ефірн.час для трансл.МПА на ТК ПравдаТут Львів зг.рах.№25 від 15.07.19,дод.№1 від 15.07.19 до дог.№15/07-1 від 15.07.19 в т. ч. ПДВ 20% 2000.00 грн.",12000,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-17,722,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""ПЕРШИЙ ЗАХІДНИЙ""","Львівська обл., м. Львів, вул. ПІДВАЛЬНА, буд. 3",31074340,"+;1211; за ефірн.час для трансл.МПА  зг.рах.№194 від 17.07.19,дод.№5 від 17.07.19 до дог.№121 від 27.06.19 в т. ч. ПДВ 20% 4170.00 грн.",25020,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-17,727,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""ІНФОРМАЦІЙНО-РЕКЛАМНЕ ТЕЛЕБАЧЕННЯ -ПОЛТАВА""","Полтавська обл., м. Полтава, Октябрський р-н, вул. Конституції, буд. 4",35026331,+;1211; за надання ефірн.часу  зг.рах.№ІР-2877/1 від 16.07.19 до дог.№П-08 від 16.07.19   в т. ч. ПДВ 20% 1800.00 грн.,10800,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-17,723,"Івано-Франківське обласне телебачення ""Галичина""","м. Івано-Франківськ, вул. Михайла Грушевського, буд. 21, оф. 701",13641427,+;1211; за надання ефірн.часу  зг.рах.№323 від 17.07.19 до дог.№05-07/2019 від 05.07.19   в т. ч. ПДВ 20% 1750.00 грн.,10500,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1220,2019-07-17,724,"ПП ""РЕДАКЦІЯ ГАЗЕТИ ""ВЕРХОВИНСЬКІ ВІСТІ""","Івано-Франківська обл., Верховинський р-н, смт Верховина, вул. Івана Франка, буд. 107",02472996,"+;1220; розм.МПА в газеті г.рах.№104 від 08.07.19, дод.№1 від 08.07.19 до дог.№15 від 09.07.19 Без ПДВ",2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1350,2019-07-17,542,"ТОВ ""Мегаполіс інвест плюс""","Харківська обл., м. Харків, вул. ДОСТОЄВСЬКОГО, буд. 5",36456228,"+;1350; за розм.друков.агіт.матер.політ.рекл. зг.рах.№МИП0003416 від 10.07.19,дод.№6 від 01.07.19 до дог.№115/19 від 25.06.19   в т. ч. ПДВ 20% 391666.67 грн.",2350000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Європейська Солідарність,221,1350,2019-07-17,544,"ТОВ ""Мегаполіс інвест плюс""","Харківська обл., м. Харків, вул. ДОСТОЄВСЬКОГО, буд. 5",36456228,"+;1350; за розм.друков.агіт.матер.політ.рекл. зг.рах.№МИП0003418 від 10.07.19,дод.№8 від 01.07.19 до дог.№115/19 від 25.06.19   в т. ч. ПДВ 20% 375000.00 грн.",2250000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Європейська Солідарність,221,1350,2019-07-17,541,"ТОВ ""Мегаполіс інвест плюс""","Харківська обл., м. Харків, вул. ДОСТОЄВСЬКОГО, буд. 5",36456228,"+;1350; за розм.друков.агіт.матер.політ.рекл. зг.рах.№МИП0003415 від 10.07.19,дод.№5 від 01.07.19 до дог.№115/19 від 25.06.19   в т. ч. ПДВ 20% 350000.00 грн.",2100000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Європейська Солідарність,221,1350,2019-07-17,543,"ТОВ ""Мегаполіс інвест плюс""","Харківська обл., м. Харків, вул. ДОСТОЄВСЬКОГО, буд. 5",36456228,"+;1350; за розм.друков.агіт.матер.політ.рекл. зг.рах.№МИП0003417 від 10.07.19,дод.№7 від 01.07.19 до дог.№115/19 від 25.06.19   в т. ч. ПДВ 20% 341666.67 грн.",2050000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Європейська Солідарність,221,1350,2019-07-17,540,"ТОВ ""Мегаполіс інвест плюс""","Харківська обл., м. Харків, вул. ДОСТОЄВСЬКОГО, буд. 5",36456228,"+;1350; за розм.друков.агіт.матер.політ.рекл. зг.рах.№МИП0003414 від 10.07.19,дод.№4 від 01.07.19 до дог.№115/19 від 25.06.19   в т. ч. ПДВ 20% 325000.00 грн.",1950000,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Європейська Солідарність,221,1350,2019-07-17,538,Порунова Дарʼя Сергіївна,"м. Харків, вул. Валентинівська, буд. 13, кв. 147",,"+;1350; за розм.друков.агіт.матер.політ.рекл. зг.рах.№ПОр0000041 від 10.07.19,дод.№3 від 01.07.19 до дог.№ПД19006 від 01.07.19   Без ПДВ",1150000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Європейська Солідарність,221,1350,2019-07-17,537,Порунова Дарʼя Сергіївна,"м. Харків, вул. Валентинівська, буд. 13, кв. 147",,"+;1350; за розм.друков.агіт.матер.політ.рекл. зг.рах.№ПОр0000039 від 10.07.19,дод.№1 від 01.07.19 до дог.№ПД19006 від 01.07.19   Без ПДВ",1100000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Європейська Солідарність,221,1211,2019-07-17,730,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,+;1211; за розповс.політ.агіт. на ТБ на період 26.06-02.07.19 зг.рах.№685 від 17.07.19 до дог.№ВР-10 від 25.06.19  в т. ч. ПДВ 20% 75600.00 грн.,453600,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1350,2019-07-17,539,Порунова Дарʼя Сергіївна,"м. Харків, вул. Валентинівська, буд. 13, кв. 147",,"+;1350; за розм.друков.агіт.матер.політ.рекл. зг.рах.№ПОр0000040 від 10.07.19,дод.№2 від 01.07.19 до дог.№ПД19006 від 01.07.19 Без ПДВ",1050000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Європейська Солідарність,221,1400,2019-07-17,728,Кулясов Сергій Володимирович,"Полтавська обл., м. Кременчук, вул. ЛУГОВА, буд. 40",,+;1400; за публ. МПА в мережі інтернет зг.рах.№1 від 17.07.19 до дог.№П-07 від 16.07.19 Без ПДВ,525,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Європейська Солідарність,221,1211,2019-07-17,731,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""ІНФОРМАЦІЙНО-РЕКЛАМНЕ ТЕЛЕБАЧЕННЯ -ПОЛТАВА""","Полтавська обл., м. Полтава, Октябрський р-н, вул. Конституції, буд. 4",35026331,+;1211; за надання ефірн.часу  зг.рах.№ІР-2877/2 від 16.07.19 до дог.№П-08 від 16.07.19   в т. ч. ПДВ 20% 1800.00 грн.,10800,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1212,2019-07-17,729,"ТОВ ""РАДІОІНФОРМАЦІЙНИЙ ЦЕНТР ""НЕЗАЛЕЖНІСТЬ""","Львівська обл., м. Львів, Галицький р-н, вул. Князя Романа, буд. 12",20851970,+;1212; за ефірн.час на РС  зг.рах.№514/19 від 16.07.19 до дог.№02/07/19-Л від 02.07.19  Без ПДВ,"6360,2",юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1340,2019-07-18,745,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ОБ'ЄДНАННЯ ПАРКІВ КУЛЬТУРИ ТА ВІДПОЧИНКУ""","Донецька обл., м. Краматорськ, бульв. МАШИНОБУДІВНИКІВ, буд. 37",30897968,+;1340; за оренду приміщ. зг.рах.№52 від 18.07.19 до дог.№11 від 16.07.19 Без ПДВ,"128,83",юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1340,2019-07-18,741,Відділ культури та туризму виконавчого комітету Полонської міської ради обʼєднаної територіальної громади,"Хмельницька обл., Полонський р-н, м. Полонне, вул. Лесі Українки, буд. 95",41325933,+;1340; корист.приміщ.лекц.залу зг.рах.№27 від 16.07.19 до дог.№32 від 16.07.19 Без ПДВ,150,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1340,2019-07-18,743,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""РІВНЕНСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР ІМЕНІ ВІКТОРА ПОЛІЩУКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","Рівненська обл., м. Рівне, вул. 16 Липня, буд. 36",13972414,+;1340; за оренду нежитл.приміщ. зг.рах.№266 від 15.07.19 до дог.№01-17-О від 05.07.19 Без ПДВ,200,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1340,2019-07-18,740,УДКСУ у Полонському районі Хмельницької області,"Хмельницька обл., Полонський р-н, м. Полонне, вул. Лесі Українки, буд. 101",37993254,+;1340; корист.приміщ.лекц.залу зг.рах.№28 від 16.07.19 до дог.№32 від 16.07.19 Без ПДВ,350,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1400,2019-07-18,739,"Комунальний заклад культури ""Обласний літературно-меморіальний музей М.О. Островського""","Хмельницька обл., м. Шепетівка, вул. Островського, буд. 2",21338817,"+;1400; посл.з орган.зустр. з виборц. 03.07.19 в зг.рах.№14 від 16.07.19, дод.№1 від 16.07.19 до дог.№31 від 16.07.19 Без ПДВ",500,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Європейська Солідарність,221,1340,2019-07-18,742,СЕКТОР КУЛЬТУРИ ТА ТУРИЗМУ СЛАВУТСЬКОЇ РАЙОННОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ,"Хмельницька обл., м. Славута, вул. КОЗАЦЬКА, буд. 40",02231212,+;1340; за оренду нежитл.приміщ.бібліотеки зг.рах.№33 від 17.07.19 до дог.№33 від 17.07.19 Без ПДВ,500,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1340,2019-07-18,744,"Управління освіти, культури, молоді і спорту, праці та соціального захисту населення Зборівської міської ради","Тернопільська обл., Зборівський р-н, м. Зборів, вул. Богдана Хмельницького, буд. 13",41922404,+;1340; за оренду нежитл.приміщ.акт.зали і фойє буд.культури зг.рах.№7 від 01.07.19 до дог.№001 від 27.06.19 Без ПДВ,1000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1120,2019-07-18,750,"ТОВ ""Телерадіокомпанія ""Ритм""","м. Рівне, вул. Данила Галицького, буд. 16",32451357,"+;1120; за виготовл.відеозапису зг.рах.№СФ-00000187 від 17.07.19,дод.№2 від 17.07.19 до дог.№01-17-ТБ від 27.06.19   Без ПДВ",1000,юридична особа,виготовлення відеозаписів
Європейська Солідарність,221,1110,2019-07-18,738,Бондарчук Андрій Юрійович,"Хмельницька обл., м. Шепетівка, вул. ОСТРОВСЬКОГО, буд. 5, кв. 98",,+;1110; за виготовл.друков.мат.передв.агіт. зг.рах.№1 від 12.07.19 до дог.№30 від 12.07.19  Без ПДВ,1500,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Європейська Солідарність,221,1400,2019-07-18,734,Цирульник Тетяна Григорівна,"Полтавська обл., м. Полтава, пров. КАПЕЛЬГОРОДСЬКОГО, буд. 7, кв. 3",,+;1400; за публ. МПА в мережі інтернет зг.рах.№Ц-00000068 від 17.07.19 до дог.№П-09 від 16.07.19 Без ПДВ,1500,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Європейська Солідарність,221,1110,2019-07-18,737,Сікорська Світлана Валеріївна,"Хмельницька обл., м. Хмельницький, вул. М. РИБАЛКА, буд. 24, кв. 35",,+;1110; за виготовл.друков.мат.передв.агіт. зг.рах.№104 від 11.07.19 до дог.№11 від 27.06.19  Без ПДВ,1060,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Європейська Солідарність,221,1211,2019-07-18,751,"ТОВ ""Телерадіокомпанія ""Ритм""","м. Рівне, вул. Данила Галицького, буд. 16",32451357,"+;1211; за надання еф.часу зг.рах.№СФ-00000186 від 17.07.19,дод.№1-ТБ від 02.07.19 до дог.№01-17-Е від 27.06.19   Без ПДВ",5000,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1340,2019-07-18,756,ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД УНІВЕРСИТЕТ КОРОЛЯ ДАНИЛА,"Івано-Франківська обл., м. Івано-Франківськ, вул. Євгена Коновальця, буд. 35",24684167,+;1340; за оренду приміщ. зг.рах.№1 від 15.07.19р до дог.№1 від 15.07.19  Без ПДВ,1700,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Європейська Солідарність,221,1220,2019-07-18,746,"ТОВ ""Редакція газети ""Гуцульський край""","Івано-Франківська обл., Косівський р-н, м. Косів, вул. НЕЗАЛЕЖНОСТІ, буд. 34",02472909,"+;1220; за публ.МПА в газеті зг.рах.№208 від 11.07.19, дод.№1 від 06.07.19 дог.№9 від 06.07.19  Без ПДВ",2100,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Європейська Солідарність,221,1211,2019-07-18,747,"ТОВ ""Центральноукраїнське бюро новин""","м. Кропивницький, вул. Вʼячеслава Чорновола, буд. 46",41956339,"+;1211; за передвиб.агіт. на ТК зг.рах.№СФ-0000081 від 17.07.19, дод.№2 від 17.07.19 до дог.№4 від 04.07.19 в т. ч. ПДВ 20% 1000.00 грн.",6000,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-18,732,"Дочірнє підприємство ""Телерадікомпанія ""Мукачево"" (""М-студіо"") виробничо-комерційного ТОВ ""Продюсер""","Закарпатська обл., м. Мукачеве, вул. Івана Франка, буд. 132",22082346,"+;1211; за надання ефірн.часу  зг.рах.№17/07 від 17.07.19,дод.№5 від 15.07.19 до дог.№6 від 08.07.19   в т. ч. ПДВ 20% 1160.00 грн.",6960,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1212,2019-07-18,753,"ТОВ ""Радіо ""Трек""","Рівненська обл., м. Рівне, вул. Кавказька, буд. 2, 6-Й Поверх",23302560,"+;1212; за розм.агіт.матер. на радіо зг.рах.№3823 від 16.07.19, дод.№4 від 16.07.19 до дог.№02-17-Р від 27.06.19   Без ПДВ",10000,юридична особа,оплата ефірного часу на радіо
Європейська Солідарність,221,1211,2019-07-18,752,"ТОВ ""Телерадіокомпанія ""Рівне-1""","м. Рівне, вул. Данила Галицького, буд. 19, оф. 701",22573340,"+;1211; за розміщ.передвиб.агіт. зг.рах.№СФ-0000058 від 17.07.19,дод.№03-ТБ від 17.07.19 до дог.№02-17-Е від 27.06.19   в т. ч. ПДВ 20% 3000.00 грн.",18000,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-18,749,"ТОВ ""ТV-4""","м. Тернопіль, вул. Гетьмана Сагайдачного, буд. 2, кв. 7",14029496,"+;1211; за надання ефірн.часу зг.рах.№ТВ-0000281 від 18.07.19, дод.№8 від 18.07.19 до дог.№01/2706 від 27.06.19 в т. ч. ПДВ 20% 2080.83 грн.",12485,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1211,2019-07-18,754,"ТОВ ""ТV-4""","м. Тернопіль, вул. Гетьмана Сагайдачного, буд. 2, кв. 7",14029496,"+;1211; за надання ефірн.часу зг.рах.№ТВ-0000278 від 17.07.19, дод.№7 від 17.07.19 до дог.№01/2706 від 27.06.19 в т. ч. ПДВ 20% 4320.00 грн.",25920,юридична особа,оплата ефірного часу на телебаченні
Європейська Солідарність,221,1400,2019-07-18,735,Заремба Ігор Михайлович,"Львівська обл., м. Львів, м. Винники, вул. СПОРТОВА, буд. 3 А",,+;1400; за посл. з організ.і тех.забезп.заходів зг.рах.№25/06/19-1 від 25.06.19 та дод.№1 від 25.06.19 до дог.№1 від 25.06.19  Без ПДВ,150000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Європейська Солідарність,221,1211,2019-07-18,748,"ПрАТ ""Телерадіокомпанія ""Люкс""","м. Львів, пл. Галицька, буд. 15",20765851,+;1211; за передвиб.агіт.в еф.24 каналу зг.рах.№ЛВ683 від 17.07.19 до дог.№ЛВ.25.06.19-406872 від 25.06.19 в т. ч. ПДВ 20% 52000.00 грн.,312000,юридична особа,оплата ефірного часу на телебаченні
